"http://www.votesmart.org/issue_rating_detail.php?r_id=2100&rtype=E",,,,
"NJ","U.S. House",6,"Frank Pallone","Democratic"
"NJ","U.S. House",2,"Frank LoBiondo","Republican"
"MO","U.S. House",5,"Emanuel Cleaver","Democratic"
"NJ","U.S. House",4,"Christopher Smith","Republican"
"NJ","U.S. House",3,"H. James Saxton","Republican"
"MO","U.S. House",3,"John Russell Carnahan","Democratic"
"ME","U.S. House",2,"Michael Michaud","Democratic"
"ME","U.S. House",1,"Thomas Allen","Democratic"
"MN","U.S. House",3,"James Ramstad","Republican"
"WI","U.S. House",4,"Gwendolynne Moore","Democratic"
"RI","U.S. House",1,"Patrick Kennedy","Democratic"
"PA","U.S. House",13,"Allyson Schwartz","Democratic"
"WA","U.S. House",2,"Rick Larsen","Democratic"
"RI","U.S. House",2,"James Langevin","Democratic"
"OR","U.S. House",3,"Earl Blumenauer","Democratic"
"NJ","U.S. House",12,"Rush Holt","Democratic"
"PA","U.S. House",2,"Chaka Fattah","Democratic"
"MI","U.S. House",3,"Vernon Ehlers","Republican"
"OR","U.S. House",5,"Darlene Hooley","Democratic"
"IL","U.S. House",15,"Timothy Johnson","Republican"
"CT","U.S. House",4,"Christopher Shays","Republican"
"CA","U.S. House",23,"Lois Capps","Democratic"
"CA","U.S. House",7,"George Miller","Democratic"
"DE","U.S. House","At-Large","Michael Castle","Republican"
"CA","U.S. House",32,"Hilda Solis","Democratic"
"CA","U.S. House",51,"Bob Filner","Democratic"
"CO","U.S. House",3,"John Salazar","Democratic"
"CA","U.S. House",30,"Henry Waxman","Democratic"
"MA","U.S. House",7,"Edward Markey","Democratic"
"MD","U.S. House",1,"Wayne Gilchrest","Republican"
"CA","U.S. House",6,"Lynn Woolsey","Democratic"
"FL","U.S. House",20,"Debbie Wasserman Schultz","Democratic"
"IL","U.S. House",8,"Melissa Bean","Democratic"
