"http://www.votesmart.org/issue_rating_detail.php?r_id=2106&rtype=E",,,,
"AZ","U.S. House",4,"Ed Pastor","Democratic"
"AZ","U.S. House",7,"Raúl Grijalva","Democratic"
"CA","U.S. House",1,"Michael Thompson","Democratic"
"CA","U.S. House",6,"Lynn Woolsey","Democratic"
"CA","U.S. House",7,"George Miller","Democratic"
"CA","U.S. House",8,"Nancy Pelosi","Democratic"
"CA","U.S. House",9,"Barbara Lee","Democratic"
"CA","U.S. House",10,"Ellen Tauscher","Democratic"
"CA","U.S. House",13,"Fortney Stark","Democratic"
"CA","U.S. House",14,"Anna Eshoo","Democratic"
"CA","U.S. House",15,"Michael Honda","Democratic"
"CA","U.S. House",16,"Zoe Lofgren","Democratic"
"CA","U.S. House",17,"Sam Farr","Democratic"
"CA","U.S. House",23,"Lois Capps","Democratic"
"CA","U.S. House",27,"Brad Sherman","Democratic"
"CA","U.S. House",29,"Adam Schiff","Democratic"
"CA","U.S. House",30,"Henry Waxman","Democratic"
"CA","U.S. House",31,"Xavier Becerra","Democratic"
"CA","U.S. House",32,"Hilda Solis","Democratic"
"CA","U.S. House",33,"Diane Watson","Democratic"
"CA","U.S. House",34,"Lucille Roybal-Allard","Democratic"
"CA","U.S. House",35,"Maxine Waters","Democratic"
"CA","U.S. House",36,"Jane Harman","Democratic"
"CA","U.S. House",38,"Grace Napolitano","Democratic"
"CA","U.S. House",39,"Linda Sánchez","Democratic"
"CA","U.S. House",47,"Loretta Sanchez","Democratic"
"CA","U.S. House",51,"Bob Filner","Democratic"
"CO","U.S. House",1,"Diana DeGette","Democratic"
"CO","U.S. House",2,"Mark Udall","Democratic"
"CT","U.S. House",1,"John Larson","Democratic"
"CT","U.S. House",3,"Rosa DeLauro","Democratic"
"FL","U.S. Senate","","Bill Nelson","Democratic"
"GA","U.S. House",5,"John Lewis","Democratic"
"GA","U.S. House",8,"James Marshall","Democratic"
"GA","U.S. House",12,"John Barrow","Democratic"
"GA","U.S. House",13,"David Scott","Democratic"
"IL","U.S. House",8,"Melissa Bean","Democratic"
