"http://www.votesmart.org/issue_rating_detail.php?r_id=719&rtype=E",,,,
"AR","U.S. House",2,"Victor Snyder","Democratic"
"AZ","U.S. House",1,"Ann Kirkpatrick","Democratic"
"AZ","U.S. House",3,"Bob Lord","Democratic"
"AZ","U.S. House",4,"Ed Pastor","Democratic"
"AZ","U.S. House",5,"Harry Mitchell","Democratic"
"AZ","U.S. House",7,"Raúl Grijalva","Democratic"
"AZ","U.S. House",8,"Gabrielle Giffords","Democratic"
"CA","U.S. House",1,"Michael Thompson","Democratic"
"CA","U.S. House",5,"Doris Matsui","Democratic"
"CA","U.S. House",6,"Lynn Woolsey","Democratic"
"CA","U.S. House",7,"George Miller","Democratic"
"CA","U.S. House",8,"Nancy Pelosi","Democratic"
"CA","U.S. House",9,"Barbara Lee","Democratic"
"CA","U.S. House",10,"Ellen Tauscher","Democratic"
"CA","U.S. House",11,"Gerald McNerney","Democratic"
"CA","U.S. House",12,"K. Speier","Democratic"
"CA","U.S. House",13,"Fortney Stark","Democratic"
"CA","U.S. House",14,"Anna Eshoo","Democratic"
"CA","U.S. House",15,"Michael Honda","Democratic"
"CA","U.S. House",16,"Zoe Lofgren","Democratic"
"CA","U.S. House",17,"Sam Farr","Democratic"
"CA","U.S. House",23,"Lois Capps","Democratic"
"CA","U.S. House",27,"Brad Sherman","Democratic"
"CA","U.S. House",28,"Howard Berman","Democratic"
"CA","U.S. House",29,"Adam Schiff","Democratic"
"CA","U.S. House",30,"Henry Waxman","Democratic"
"CA","U.S. House",31,"Xavier Becerra","Democratic"
"CA","U.S. House",32,"Hilda Solis","Democratic"
"CA","U.S. House",33,"Diane Watson","Democratic"
"CA","U.S. House",34,"Lucille Roybal-Allard","Democratic"
"CA","U.S. House",35,"Maxine Waters","Democratic"
"CA","U.S. House",36,"Jane Harman","Democratic"
"CA","U.S. House",38,"Grace Napolitano","Democratic"
"CA","U.S. House",39,"Linda Sánchez","Democratic"
"CA","U.S. House",46,"Debbie Cook","Democratic"
"CA","U.S. House",47,"Loretta Sanchez","Democratic"
"CA","U.S. House",50,"Nick Leibham","Democratic"
"CA","U.S. House",51,"Bob Filner","Democratic"
"CA","U.S. House",53,"Susan Davis","Democratic"
"CO","U.S. Senate",,"Mark Udall","Democratic"
"CO","U.S. House",1,"Diana DeGette","Democratic"
"CO","U.S. House",2,"Jared Polis","Democratic"
"CO","U.S. House",4,"Betsy Markey","Democratic"
"CO","U.S. House",7,"Ed Perlmutter","Democratic"
"CT","U.S. House",1,"John Larson","Democratic, Working Families"
"CT","U.S. House",2,"Joseph Courtney","Democratic, Working Families"
"CT","U.S. House",3,"Rosa DeLauro","Democratic, Working Families"
"CT","U.S. House",4,"Christopher Shays","Republican"
"CT","U.S. House",5,"Christopher Murphy","Democratic, Working Families"
"DE","U.S. Senate",,"Joseph Biden","Democratic"
"DE","U.S. House","At-Large","Michael Castle","Republican"
"FL","U.S. House",3,"Corrine Brown","Democratic"
"FL","U.S. House",8,"Alan Grayson","Democratic"
"FL","U.S. House",9,"Bill Mitchell","Democratic"
"FL","U.S. House",11,"Kathy Castor","Democratic"
"FL","U.S. House",13,"Christine Jennings","Democratic"
"FL","U.S. House",17,"Kendrick Meek","Democratic"
"FL","U.S. House",19,"Robert Wexler","Democratic"
"FL","U.S. House",20,"Debbie Wasserman Schultz","Democratic"
"FL","U.S. House",22,"Ron Klein","Democratic"
"FL","U.S. House",23,"Alcee Hastings","Democratic"
"FL","U.S. House",24,"Suzanne Kosmas","Democratic"
"FL","U.S. House",25,"Joe Garcia","Democratic"
"GA","U.S. Senate",,"James Martin","Democratic"
"GA","U.S. House",2,"Sanford Bishop","Democratic"
"GA","U.S. House",4,"Henry Johnson","Democratic"
"GA","U.S. House",5,"John Lewis","Democratic"
"GA","U.S. House",12,"John Barrow","Democratic"
"GA","U.S. House",13,"David Scott","Democratic"
"HI","U.S. House",2,"Mazie Hirono","Democratic"
"IA","U.S. Senate",,"Thomas Harkin","Democratic"
"IA","U.S. House",1,"Bruce Braley","Democratic"
"IA","U.S. House",2,"Dave Loebsack","Democratic"
"IA","U.S. House",5,"Rob Hubler","Democratic"
"ID","U.S. Senate",,"Larry LaRocco","Democratic"
"IL","U.S. Senate",,"Richard Durbin","Democratic"
"IL","U.S. House",2,"Jesse Jackson","Democratic"
"IL","U.S. House",3,"Daniel Lipinski","Democratic"
"IL","U.S. House",4,"Luis Gutierrez","Democratic"
"IL","U.S. House",5,"Rahm Emanuel","Democratic"
"IL","U.S. House",6,"Jill Morgenthaler","Democratic"
"IL","U.S. House",8,"Melissa Bean","Democratic"
"IL","U.S. House",9,"Janice Schakowsky","Democratic"
"IL","U.S. House",10,"Mark Kirk","Republican"
"IL","U.S. House",11,"Deborah Halvorson","Democratic"
